Student id,Career,Faculty Group,Gender
7015,Undergraduate,ARTS,Female
7016,Undergraduate,ARTS,Male
7017,Undergraduate,ARTS,Male
7018,Undergraduate,ARTS,Female
7019,Undergraduate,ARTS,Female
7020,Undergraduate,ARTS,Male
7021,Undergraduate,ARTS,Female
7022,Undergraduate,ARTS,Female
7023,Undergraduate,ARTS,Female
7024,Undergraduate,ARTS,Female
7025,Undergraduate,ARTS,Male
7026,Undergraduate,ARTS,Female
7027,Undergraduate,ARTS,Male
7028,Undergraduate,ARTS,Female
7029,Undergraduate,ARTS,Male
7030,Undergraduate,ARTS,Female
7031,Undergraduate,ARTS,Female
7032,Undergraduate,ARTS,Female
7033,Undergraduate,ARTS,Male
7034,Undergraduate,ARTS,Female
7035,Undergraduate,ARTS,Female
7036,Undergraduate,CFM,Male
7037,Undergraduate,CFM,Female
7038,Undergraduate,CFM,Male
7039,Undergraduate,CFM,Male
7040,Undergraduate,CFM,Male
7041,Undergraduate,ENG,Male
7042,Undergraduate,ENG,Female
7043,Undergraduate,ENG,Male
7044,Undergraduate,ENG,Female
7045,Undergraduate,ENG,Male
7046,Undergraduate,ENG,Female
7047,Undergraduate,ENG,Male
7048,Undergraduate,ENG,Female
7049,Undergraduate,ENG,Male
7050,Undergraduate,ENG,Female
7051,Undergraduate,ENG,Male
7052,Undergraduate,ENG,Male
7053,Undergraduate,ENG,Male
7054,Undergraduate,ENG,Female
7055,Undergraduate,ENG,Male
7056,Undergraduate,ENG,Female
7057,Undergraduate,ENG,Male
7058,Undergraduate,ENG,Male
7059,Undergraduate,ENG,Female
7060,Undergraduate,ENG,Male
7061,Undergraduate,ENG,Female
7062,Undergraduate,ENG,Male
7063,Undergraduate,ENG,Male
7064,Undergraduate,ENG,Female
7065,Undergraduate,ENG,Male
7066,Undergraduate,ENG,Female
7067,Undergraduate,ENG,Male
7068,Undergraduate,ENG,Female
7069,Undergraduate,ENG,Male
7070,Undergraduate,ENG,Male
7071,Undergraduate,ENG,Female
7072,Undergraduate,ENG,Male
7073,Undergraduate,ENG,Female
7074,Undergraduate,ENG,Male
7075,Undergraduate,ENG,Female
7076,Undergraduate,ENG,Male
7077,Undergraduate,ENG,Female
7078,Undergraduate,ENG,Male
7079,Undergraduate,ENG,Female
7080,Undergraduate,ENG,Male
7081,Undergraduate,ENG,Male
7082,Undergraduate,ENG,Male
7083,Undergraduate,ENG,Male
7084,Undergraduate,ENG,Female
7085,Undergraduate,ENG,Male
7086,Undergraduate,ENG,Female
7087,Undergraduate,ENG,Male
7088,Undergraduate,ENG,Male
7089,Undergraduate,ENG,Female
7090,Undergraduate,ENG,Male
7091,Undergraduate,ENG,Female
7092,Undergraduate,ENG,Male
7093,Undergraduate,ENG,Male
7094,Undergraduate,ENG,Female
7095,Undergraduate,ENG,Female
7096,Undergraduate,ENG,Male
7097,Undergraduate,ENG,Female
7098,Undergraduate,ENG,Male
7099,Undergraduate,ENG,Male
7100,Undergraduate,ENG,Female
7101,Undergraduate,ENG,Male
7102,Undergraduate,ENG,Female
7103,Undergraduate,ENG,Male
7104,Undergraduate,ENG,Male
7105,Undergraduate,ENG,Female
7106,Undergraduate,ENG,Male
7107,Undergraduate,ENG,Female
7108,Undergraduate,ENG,Male
7109,Undergraduate,ENG,Female
7110,Undergraduate,ENG,Male
7111,Undergraduate,ENG,Female
7112,Undergraduate,ENG,Male
7113,Undergraduate,ENG,Female
7114,Undergraduate,ENG,Male
7115,Undergraduate,ENG,Male
7116,Undergraduate,ENG,Male
7117,Undergraduate,ENG,Female
7118,Undergraduate,ENG,Male
7119,Undergraduate,ENG,Female
7120,Undergraduate,ENG,Male
7121,Undergraduate,ENG,Male
7122,Undergraduate,ENG,Female
7123,Undergraduate,ENG,Male
7124,Undergraduate,ENG,Female
7125,Undergraduate,ENG,Male
7126,Undergraduate,ENV,Male
7127,Undergraduate,ENV,Female
7128,Undergraduate,ENV,Female
7129,Undergraduate,ENV,Male
7130,Undergraduate,ENV,Female
7131,Undergraduate,ENV,Male
7132,Undergraduate,ENV,Female
7133,Undergraduate,ENV,Male
7134,Undergraduate,ENV,Female
7135,Undergraduate,ENV,Male
7136,Undergraduate,ENV,Female
7137,Undergraduate,ENV,Male
7138,Undergraduate,ENV,Female
7139,Undergraduate,ENV,Male
7140,Undergraduate,ENV,Female
7141,Undergraduate,ENV,Male
7142,Undergraduate,ENV,Female
7143,Undergraduate,ENV,Male
7144,Undergraduate,ENV,Female
7145,Undergraduate,ENV,Male
7146,Undergraduate,ENV,Female
7147,Undergraduate,ENV,Male
7148,Undergraduate,ENV,Female
7149,Undergraduate,ENV,Male
7150,Undergraduate,ENV,Female
7151,Undergraduate,ENV,Male
7152,Undergraduate,ENV,Female
7153,Undergraduate,ENV,Male
7154,Undergraduate,ENV,Female
7155,Undergraduate,ENV,Female
7156,Undergraduate,ENV,Male
7157,Undergraduate,ENV,Female
7158,Undergraduate,ENV,Male
7159,Undergraduate,ENV,Female
7160,Undergraduate,ENV,Male
7161,Undergraduate,ENV,Female
7162,Undergraduate,ENV,Male
7163,Undergraduate,ENV,Female
7164,Undergraduate,ENV,Male
7165,Undergraduate,ENV,Female
7166,Undergraduate,ENV,Male
7167,Undergraduate,ENV,Female
7168,Undergraduate,MATH,Male
7169,Undergraduate,MATH,Female
7170,Undergraduate,MATH,Male
7171,Undergraduate,MATH,Female
7172,Undergraduate,MATH,Male
7173,Undergraduate,MATH,Female
7174,Undergraduate,MATH,Male
7175,Undergraduate,MATH,Male
7176,Undergraduate,MATH,Female
7177,Undergraduate,MATH,Male
7178,Undergraduate,MATH,Female
7179,Undergraduate,MATH,Male
7180,Undergraduate,MATH,Female
7181,Undergraduate,MATH,Male
7182,Undergraduate,MATH,Female
7183,Undergraduate,MATH,Male
7184,Undergraduate,MATH,Female
7185,Undergraduate,MATH,Male
7186,Undergraduate,MATH,Female
7187,Undergraduate,MATH,Male
7188,Undergraduate,MATH,Male
7189,Undergraduate,MATH,Male
7190,Undergraduate,MATH,Male
7191,Undergraduate,MATH,Female
7192,Undergraduate,MATH,Male
7193,Undergraduate,MATH,Male
7194,Undergraduate,MATH,Female
7195,Undergraduate,MATH,Male
7196,Undergraduate,MATH,Male
7197,Undergraduate,MATH,Female
7198,Undergraduate,MATH,Male
7199,Undergraduate,MATH,Female
7200,Undergraduate,MATH,Male
7201,Undergraduate,MATH,Female
7202,Undergraduate,MATH,Male
7203,Undergraduate,MATH,Female
7204,Undergraduate,MATH,Male
7205,Undergraduate,MATH,Female
7206,Undergraduate,MATH,Male
7207,Undergraduate,MATH,Female
7208,Undergraduate,MATH,Male
7209,Undergraduate,MATH,Female
7210,Undergraduate,MATH,Female
7211,Undergraduate,MATH,Male
7212,Undergraduate,MATH,Male
7213,Undergraduate,MATH,Male
7214,Undergraduate,MATH,Male
7215,Undergraduate,MATH,Male
7216,Undergraduate,MATH,Male
7217,Undergraduate,MATH,Female
7218,Undergraduate,MATH,Male
7219,Undergraduate,MATH,Female
7220,Undergraduate,MATH,Male
7221,Undergraduate,MATH,Male
7222,Undergraduate,MATH,Female
7223,Undergraduate,MATH,Male
7224,Undergraduate,MATH,Female
7225,Undergraduate,MATH,Male
7226,Undergraduate,MATH,Female
7227,Undergraduate,MATH,Male
7228,Undergraduate,MATH,Female
7229,Undergraduate,MATH,Male
7230,Undergraduate,MATH,Female
7231,Undergraduate,MATH,Male
7232,Undergraduate,MATH,Male
7233,Undergraduate,MATH,Female
7234,Undergraduate,MATH,Male
7235,Undergraduate,MATH,Female
7236,Undergraduate,MATH,Male
7237,Undergraduate,MATH,Female
7238,Undergraduate,MATH,Male
7239,Undergraduate,MATH,Female
7240,Undergraduate,MATH,Male
7241,Undergraduate,MATH,Female
7242,Undergraduate,MATH,Male
7243,Undergraduate,MATH,Female
7244,Undergraduate,MATH,Male
7245,Undergraduate,MATH,Male
7246,Undergraduate,MATH,Female
7247,Undergraduate,MATH,Male
7248,Undergraduate,MATH,Female
7249,Undergraduate,MATH,Male
7250,Undergraduate,MATH,Female
7251,Undergraduate,MATH,Female
7252,Undergraduate,MATH,Male
7253,Undergraduate,MATH,Female
7254,Undergraduate,MATH,Female
7255,Undergraduate,MATH,Male
7256,Undergraduate,MATH,Male
7257,Undergraduate,MATH,Male
7258,Undergraduate,MATH,Female
7259,Undergraduate,MATH,Male
7260,Undergraduate,MATH,Male
7261,Undergraduate,MATH,Female
7262,Undergraduate,MATH,Male
7263,Undergraduate,MATH,Female
7264,Undergraduate,MATH,Male
7265,Undergraduate,MATH,Female
7266,Undergraduate,MATH,Male
7267,Undergraduate,MATH,Female
7268,Undergraduate,MATH,Male
7269,Undergraduate,MATH,Female
7270,Undergraduate,MATH,Female
7271,Undergraduate,MATH,Male
7272,Undergraduate,MATH,Female
7273,Undergraduate,MATH,Male
7274,Undergraduate,MATH,Female
7275,Undergraduate,MATH,Male
7276,Undergraduate,MATH,Male
7277,Undergraduate,MATH,Female
7278,Undergraduate,MATH,Male
7279,Undergraduate,MATH,Female
7280,Undergraduate,MATH,Male
7281,Undergraduate,MATH,Female
7282,Undergraduate,MATH,Male
7283,Undergraduate,MATH,Female
7284,Undergraduate,MATH,Male
7285,Undergraduate,MATH,Female
7286,Undergraduate,MATH,Male
7287,Undergraduate,MATH,Male
7288,Undergraduate,MATH,Female
7289,Undergraduate,MATH,Male
7290,Undergraduate,MATH,Female
7291,Undergraduate,MATH,Male
7292,Undergraduate,MATH,Male
7293,Undergraduate,MATH,Male
7294,Undergraduate,MATH,Female
7295,Undergraduate,MATH,Male
7296,Undergraduate,MATH,Female
7297,Undergraduate,MATH,Male
7298,Undergraduate,MATH,Male
7299,Undergraduate,MATH,Female
7300,Undergraduate,MATH,Male
7301,Undergraduate,MATH,Female
7302,Undergraduate,MATH,Male
7303,Undergraduate,MATH,Female
7304,Undergraduate,MATH,Female
7305,Undergraduate,MATH,Male
7306,Undergraduate,MATH,Male
7307,Undergraduate,MATH,Female
7308,Undergraduate,MATH,Male
7309,Undergraduate,MATH,Female
7310,Undergraduate,MATH,Male
7311,Undergraduate,MATH,Male
7312,Undergraduate,MATH,Male
7313,Undergraduate,MATH,Male
7314,Undergraduate,MATH,Male
7315,Undergraduate,MATH,Female
7316,Undergraduate,MATH,Male
7317,Undergraduate,MATH,Female
7318,Undergraduate,MATH,Female
7319,Undergraduate,MATH,Male
7320,Undergraduate,MATH,Female
7321,Undergraduate,MATH,Male
7322,Undergraduate,MATH,Female
7323,Undergraduate,MATH,Male
7324,Undergraduate,MATH,Female
7325,Undergraduate,SCI,Male
7326,Undergraduate,SCI,Male
7327,Undergraduate,SCI,Female
7328,Undergraduate,SCI,Male
7329,Undergraduate,SCI,Female
7330,Undergraduate,SCI,Female
7331,Undergraduate,SCI,Male
7332,Undergraduate,SCI,Female
7333,Undergraduate,SCI,Male
7334,Undergraduate,SCI,Female
7335,Undergraduate,SCI,Male
7336,Undergraduate,SCI,Female
7337,Undergraduate,SCI,Male
7338,Undergraduate,SCI,Female
7339,Undergraduate,SCI,Male
7340,Undergraduate,SCI,Female
7341,Undergraduate,SCI,Male
7342,Undergraduate,SCI,Male
7343,Undergraduate,SCI,Female
7344,Undergraduate,SCI,Male
7345,Undergraduate,SCI,Male
7346,Undergraduate,SCI,Female
7347,Undergraduate,SCI,Female
7348,Undergraduate,SCI,Male
7349,Undergraduate,SCI,Male
7350,Undergraduate,SCI,Female
7351,Undergraduate,SCI,Male
7352,Undergraduate,SCI,Female
7353,Undergraduate,SCI,Male
7354,Undergraduate,SCI,Female
7355,Undergraduate,SCI,Male
7356,Undergraduate,SCI,Female
7357,Undergraduate,SCI,Female
7358,Undergraduate,SCI,Female
7359,Undergraduate,SCI,Male
7360,Undergraduate,SCI,Female
7361,Undergraduate,SCI,Male
7362,Undergraduate,SCI,Female
7363,Undergraduate,SCI,Male
7364,Undergraduate,SCI,Female
7365,Undergraduate,SCI,Male
7366,Undergraduate,SCI,Female
7367,Undergraduate,SCI,Male
7368,Undergraduate,SCI,Female
7369,Undergraduate,SCI,Male
7370,Undergraduate,SCI,Male
7371,Undergraduate,SCI,Female
7372,Undergraduate,SCI,Male
7373,Undergraduate,SCI,Male
7374,Undergraduate,SCI,Male
7375,Undergraduate,SCI,Female
7376,Undergraduate,SCI,Male
7377,Undergraduate,SCI,Male
7378,Undergraduate,SCI,Female
7379,Undergraduate,SCI,Male
7380,Undergraduate,SCI,Female
7381,Undergraduate,SCI,Male
7382,Undergraduate,SCI,Female
7383,Undergraduate,SCI,Male
7384,Undergraduate,SCI,Female
7385,Undergraduate,SCI,Female
7386,Undergraduate,SCI,Female
7387,Undergraduate,SCI,Male
7388,Undergraduate,SCI,Female
7389,Undergraduate,SCI,Male
7390,Undergraduate,SCI,Male
7391,Undergraduate,SCI,Male
7392,Undergraduate,SCI,Male
7393,Undergraduate,SCI,Male
7394,Undergraduate,SCI,Female
7395,Undergraduate,SCI,Male
7396,Undergraduate,SCI,Male
7397,Undergraduate,SCI,Female
7398,Undergraduate,SCI,Male
7399,Undergraduate,SCI,Male
7400,Undergraduate,SCI,Male
7401,Undergraduate,SCI,Female
7402,Undergraduate,SCI,Female
7403,Undergraduate,SCI,Female
7404,Undergraduate,SCI,Male
7405,Undergraduate,SCI,Female
7406,Undergraduate,SCI,Male
7407,Undergraduate,SCI,Female
7408,Undergraduate,SCI,Male
7409,Undergraduate,SCI,Male
7410,Undergraduate,SCI,Female
7411,Undergraduate,SCI,Male
7412,Undergraduate,SCI,Female
7413,Undergraduate,SCI,Male
7414,Undergraduate,SCI,Female
7415,Undergraduate,SCI,Male
7416,Undergraduate,SCI,Female
7417,Undergraduate,SCI,Male
7418,Undergraduate,SCI,Female
7419,Undergraduate,SCI,Male
7420,Undergraduate,SCI,Female
7421,Undergraduate,SCI,Male
7422,Undergraduate,SCI,Female
7423,Undergraduate,SCI,Male
7424,Undergraduate,SCI,Female
7425,Undergraduate,SCI,Male
7426,Undergraduate,SCI,Female
7427,Undergraduate,SCI,Male
7428,Undergraduate,SCI,Female
7429,Undergraduate,SCI,Female
7430,Undergraduate,SCI,Male
7431,Undergraduate,SCI,Female
7432,Undergraduate,SCI,Male
7433,Undergraduate,SCI,Female
7434,Undergraduate,SCI,Male
7435,Undergraduate,SCI,Male
7436,Undergraduate,SCI,Female
7437,Undergraduate,SCI,Female
7438,Undergraduate,SCI,Male
7439,Undergraduate,SCI,Female
7440,Undergraduate,SE,Male
7441,Undergraduate,SE,Female
7442,Undergraduate,SE,Male
7443,Undergraduate,SE,Female
7444,Undergraduate,SE,Male
7445,Undergraduate,SE,Male
7446,Undergraduate,SE,Female
7447,Undergraduate,SE,Male
7448,Undergraduate,SE,Female
7449,Undergraduate,ARTS,Female
7450,Undergraduate,ARTS,Female
7451,Undergraduate,ARTS,Male
7452,Undergraduate,ARTS,Female
7453,Undergraduate,ARTS,Male
7454,Undergraduate,ARTS,Female
7455,Undergraduate,ARTS,Male
7456,Undergraduate,ARTS,Male
7457,Undergraduate,ARTS,Male
7458,Undergraduate,ARTS,Female
7459,Undergraduate,ARTS,Male
7460,Undergraduate,ARTS,Male
7461,Undergraduate,ARTS,Male
7462,Undergraduate,ARTS,Female
7463,Undergraduate,ARTS,Female
7464,Undergraduate,ARTS,Male
7465,Undergraduate,ARTS,Female
7466,Undergraduate,ARTS,Male
7467,Undergraduate,ARTS,Female
7468,Undergraduate,ARTS,Female
7469,Undergraduate,REN,Male
7470,Undergraduate,REN,Female
7471,Undergraduate,REN,Female
7472,Undergraduate,REN,Male
7473,Undergraduate,REN,Female
7474,Undergraduate,REN,Female
7475,Undergraduate,ARTS,Female
7476,Undergraduate,ARTS,Female
7477,Undergraduate,ARTS,Female
7478,Undergraduate,ARTS,Female
7479,Undergraduate,ARTS,Female
7480,Undergraduate,ARTS,Male
7481,Undergraduate,ARTS,Male
7482,Undergraduate,ARTS,Female
7483,Undergraduate,ARTS,Male
7484,Undergraduate,ARTS,Male
7485,Undergraduate,ARTS,Male
7486,Undergraduate,ARTS,Female
7487,Undergraduate,ARTS,Male
7488,Undergraduate,ARTS,Female
7489,Undergraduate,ARTS,Male
7490,Undergraduate,ARTS,Female
7491,Undergraduate,ARTS,Male
7492,Undergraduate,ARTS,Female
7493,Undergraduate,ARTS,Female
7494,Undergraduate,ARTS,Female
7495,Undergraduate,ARTS,Male
7496,Undergraduate,ARTS,Female
7497,Undergraduate,ARTS,Male
7498,Undergraduate,ARTS,Female
7499,Undergraduate,ARTS,Male
7500,Undergraduate,ARTS,Female
7501,Undergraduate,ARTS,Male
7502,Undergraduate,ARTS,Male
7503,Undergraduate,ARTS,Male
7504,Undergraduate,ARTS,Female
7505,Undergraduate,ARTS,Male
7506,Undergraduate,ARTS,Female
7507,Undergraduate,ARTS,Male
7508,Undergraduate,ARTS,Female
7509,Undergraduate,ARTS,Male
7510,Undergraduate,ARTS,Female
7511,Undergraduate,ARTS,Male
7512,Undergraduate,ARTS,Male
7513,Undergraduate,ARTS,Female
7514,Undergraduate,ARTS,Male
7515,Undergraduate,ARTS,Male
7516,Undergraduate,ARTS,Female
7517,Undergraduate,ARTS,Male
7518,Undergraduate,ARTS,Female
7519,Undergraduate,ARTS,Male
7520,Undergraduate,ARTS,Female
7521,Undergraduate,ARTS,Female
7522,Undergraduate,ARTS,Female
7523,Undergraduate,ARTS,Male
7524,Undergraduate,ARTS,Female
7525,Undergraduate,ARTS,Female
7526,Undergraduate,ARTS,Male
7527,Undergraduate,MATH,Male
7528,Undergraduate,MATH,Male
7529,Undergraduate,MATH,Female
7530,Undergraduate,MATH,Female
7531,Undergraduate,MATH,Female
7532,Undergraduate,MATH,Female
7533,Undergraduate,MATH,Female
7534,Undergraduate,MATH,Female
7535,Undergraduate,MATH,Male
7536,Undergraduate,MATH,Female
7537,Undergraduate,MATH,Male
7538,Undergraduate,MATH,Female
7539,Undergraduate,MATH,Male
7540,Undergraduate,MATH,Female
7541,Undergraduate,MATH,Male
7542,Undergraduate,MATH,Male
7543,Undergraduate,MATH,Female
7544,Undergraduate,MATH,Female
7545,Undergraduate,MATH,Male
7546,Undergraduate,MATH,Male
7547,Undergraduate,MATH,Male
7548,Undergraduate,MATH,Male
7549,Undergraduate,MATH,Female
7550,Undergraduate,MATH,Male
7551,Undergraduate,MATH,Male
7552,Undergraduate,MATH,Male
7553,Undergraduate,MATH,Female
7554,Undergraduate,MATH,Male
7555,Undergraduate,MATH,Male
7556,Undergraduate,MATH,Male
7557,Undergraduate,MATH,Female
7558,Undergraduate,MATH,Female
7559,Undergraduate,MATH,Female
7560,Undergraduate,MATH,Female
7561,Undergraduate,MATH,Male
7562,Undergraduate,MATH,Female
7563,Undergraduate,AHS,Male
7564,Undergraduate,AHS,Female
7565,Undergraduate,AHS,Female
7566,Undergraduate,AHS,Female
7567,Undergraduate,AHS,Male
7568,Undergraduate,AHS,Female
7569,Undergraduate,AHS,Female
7570,Undergraduate,AHS,Female
7571,Undergraduate,AHS,Male
7572,Undergraduate,AHS,Female
7573,Undergraduate,AHS,Male
7574,Undergraduate,AHS,Female
7575,Undergraduate,AHS,Female
7576,Undergraduate,AHS,Male
7577,Undergraduate,AHS,Male
7578,Undergraduate,AHS,Female
7579,Undergraduate,AHS,Male
7580,Undergraduate,AHS,Male
7581,Undergraduate,AHS,Female
7582,Undergraduate,AHS,Male
7583,Undergraduate,AHS,Male
7584,Undergraduate,AHS,Female
7585,Undergraduate,AHS,Female
7586,Undergraduate,AHS,Male
7587,Undergraduate,AHS,Female
7588,Undergraduate,AHS,Male
7589,Undergraduate,AHS,Male
7590,Undergraduate,AHS,Female
7591,Undergraduate,AHS,Female
7592,Undergraduate,AHS,Male
7593,Undergraduate,AHS,Female
7594,Undergraduate,AHS,Female
7595,Undergraduate,AHS,Male
7596,Undergraduate,AHS,Female
7597,Undergraduate,AHS,Female
7598,Undergraduate,AHS,Female
7599,Undergraduate,AHS,Female
7600,Undergraduate,AHS,Male
7601,Undergraduate,AHS,Female
7602,Undergraduate,AHS,Male
7603,Undergraduate,AHS,Female
7604,Undergraduate,AHS,Female
7605,Undergraduate,AHS,Male
7606,Undergraduate,AHS,Female
7607,Undergraduate,AHS,Female
7608,Undergraduate,ARTS,Male
7609,Undergraduate,ARTS,Female
7610,Undergraduate,ARTS,Male
7611,Undergraduate,ARTS,Female
7612,Undergraduate,ARTS,Female
7613,Undergraduate,ARTS,Female
7614,Undergraduate,ARTS,Male
7615,Undergraduate,ARTS,Female
7616,Undergraduate,ARTS,Male
7617,Undergraduate,ARTS,Female
7618,Undergraduate,ARTS,Female
7619,Undergraduate,ARTS,Male
7620,Undergraduate,ARTS,Female
7621,Undergraduate,ARTS,Male
7622,Undergraduate,ARTS,Female
7623,Undergraduate,ARTS,Female
7624,Undergraduate,ARTS,Male
7625,Undergraduate,ARTS,Male
7626,Undergraduate,ARTS,Female
7627,Undergraduate,ARTS,Male
7628,Undergraduate,ARTS,Female
7629,Undergraduate,ARTS,Male
7630,Undergraduate,ARTS,Female
7631,Undergraduate,ARTS,Male
7632,Undergraduate,ARTS,Female
7633,Undergraduate,ARTS,Male
7634,Undergraduate,ARTS,Female
7635,Undergraduate,ARTS,Female
7636,Undergraduate,ARTS,Female
7637,Undergraduate,ARTS,Female
7638,Undergraduate,ARTS,Male
7639,Undergraduate,ARTS,Female
7640,Undergraduate,ARTS,Male
7641,Undergraduate,ARTS,Female
7642,Undergraduate,ARTS,Male
7643,Undergraduate,ARTS,Female
7644,Undergraduate,ARTS,Male
7645,Undergraduate,ARTS,Male
7646,Undergraduate,ARTS,Female
7647,Undergraduate,ARTS,Female
7648,Undergraduate,ARTS,Male
7649,Undergraduate,ARTS,Female
7650,Undergraduate,ARTS,Male
7651,Undergraduate,ARTS,Female
7652,Undergraduate,ARTS,Male
7653,Undergraduate,ARTS,Female
7654,Undergraduate,ARTS,Male
7655,Undergraduate,ARTS,Female
7656,Undergraduate,ARTS,Male
7657,Undergraduate,ARTS,Female
7658,Undergraduate,ARTS,Female
7659,Undergraduate,ARTS,Male
7660,Undergraduate,ARTS,Female
7661,Undergraduate,ARTS,Male
7662,Undergraduate,ARTS,Female
7663,Undergraduate,ARTS,Male
7664,Undergraduate,ARTS,Female
7665,Undergraduate,ARTS,Male
7666,Undergraduate,ARTS,Female
7667,Undergraduate,ARTS,Female
7668,Undergraduate,ARTS,Male
7669,Undergraduate,ARTS,Female
7670,Undergraduate,ARTS,Male
7671,Undergraduate,ARTS,Female
7672,Undergraduate,ARTS,Female
7673,Undergraduate,ARTS,Male
7674,Undergraduate,ARTS,Female
7675,Undergraduate,ARTS,Male
7676,Undergraduate,ARTS,Female
7677,Undergraduate,ARTS,Male
7678,Undergraduate,ARTS,Female
7679,Undergraduate,ARTS,Female
7680,Undergraduate,ARTS,Male
7681,Undergraduate,ARTS,Female
7682,Undergraduate,ARTS,Female
7683,Undergraduate,ARTS,Male
7684,Undergraduate,ARTS,Female
7685,Undergraduate,ARTS,Female
7686,Undergraduate,ARTS,Male
7687,Undergraduate,ARTS,Female
7688,Undergraduate,ARTS,Female
7689,Undergraduate,ARTS,Male
7690,Undergraduate,ARTS,Female
7691,Undergraduate,ARTS,Female
7692,Undergraduate,ARTS,Female
7693,Undergraduate,ARTS,Male
7694,Undergraduate,ARTS,Female
7695,Undergraduate,ARTS,Female
7696,Undergraduate,ARTS,Female
7697,Undergraduate,ARTS,Female
7698,Undergraduate,ARTS,Male
7699,Undergraduate,ARTS,Female
7700,Undergraduate,ARTS,Male
7701,Undergraduate,ARTS,Female
7702,Undergraduate,ARTS,Male
7703,Undergraduate,ARTS,Female
7704,Undergraduate,ARTS,Male
7705,Undergraduate,ARTS,Female
7706,Undergraduate,ARTS,Male
7707,Undergraduate,ARTS,Male
7708,Undergraduate,ARTS,Female
7709,Undergraduate,ARTS,Male
7710,Undergraduate,ARTS,Female
7711,Undergraduate,ARTS,Male
7712,Undergraduate,ARTS,Female
7713,Undergraduate,ARTS,Female
7714,Undergraduate,ARTS,Female
7715,Undergraduate,ARTS,Male
7716,Undergraduate,ARTS,Female
7717,Undergraduate,ARTS,Female
7718,Undergraduate,ARTS,Male
7719,Undergraduate,ARTS,Male
7720,Undergraduate,ARTS,Female
7721,Undergraduate,ARTS,Male
7722,Undergraduate,ARTS,Female
7723,Undergraduate,ARTS,Female
7724,Undergraduate,ARTS,Male
7725,Undergraduate,ARTS,Female
7726,Undergraduate,ARTS,Female
7727,Undergraduate,ARTS,Male
7728,Undergraduate,ARTS,Female
7729,Undergraduate,ARTS,Male
7730,Undergraduate,ARTS,Female
7731,Undergraduate,ARTS,Female
7732,Undergraduate,ARTS,Male
7733,Undergraduate,ARTS,Female
7734,Undergraduate,ARTS,Male
7735,Undergraduate,ARTS,Male
7736,Undergraduate,ARTS,Female
7737,Undergraduate,ARTS,Male
7738,Undergraduate,ARTS,Female
7739,Undergraduate,ARTS,Male
7740,Undergraduate,ARTS,Female
7741,Undergraduate,ARTS,Female
7742,Undergraduate,ARTS,Male
7743,Undergraduate,ARTS,Female
7744,Undergraduate,ARTS,Female
7745,Undergraduate,ARTS,Female
7746,Undergraduate,ARTS,Male
7747,Undergraduate,ARTS,Female
7748,Undergraduate,ARTS,Male
7749,Undergraduate,ARTS,Female
7750,Undergraduate,ARTS,Male
7751,Undergraduate,ARTS,Female
7752,Undergraduate,ARTS,Male
7753,Undergraduate,ARTS,Female
7754,Undergraduate,ARTS,Male
7755,Undergraduate,ARTS,Female
7756,Undergraduate,ARTS,Male
7757,Undergraduate,ARTS,Female
7758,Undergraduate,ARTS,Female
7759,Undergraduate,ARTS,Male
7760,Undergraduate,ARTS,Female
7761,Undergraduate,ARTS,Female
7762,Undergraduate,ARTS,Female
7763,Undergraduate,ARTS,Female
7764,Undergraduate,ARTS,Male
7765,Undergraduate,ARTS,Female
7766,Undergraduate,ARTS,Male
7767,Undergraduate,ARTS,Female
7768,Undergraduate,ARTS,Male
7769,Undergraduate,ARTS,Female
7770,Undergraduate,ARTS,Female
7771,Undergraduate,ARTS,Male
7772,Undergraduate,ARTS,Female
7773,Undergraduate,ARTS,Male
7774,Undergraduate,ARTS,Female
7775,Undergraduate,ARTS,Female
7776,Undergraduate,ARTS,Female
7777,Undergraduate,ARTS,Male
7778,Undergraduate,ARTS,Female
7779,Undergraduate,ARTS,Male
7780,Undergraduate,ARTS,Female
7781,Undergraduate,ARTS,Male
7782,Undergraduate,ARTS,Female
7783,Undergraduate,ARTS,Female
7784,Undergraduate,ARTS,Female
7785,Undergraduate,ARTS,Male
7786,Undergraduate,ARTS,Female
7787,Undergraduate,ARTS,Female
7788,Undergraduate,ENG,Female
7789,Undergraduate,ENG,Male
7790,Undergraduate,ENG,Male
7791,Undergraduate,ENG,Female
7792,Undergraduate,ENG,Male
7793,Undergraduate,ENG,Female
7794,Undergraduate,ENG,Male
7795,Undergraduate,ENG,Female
7796,Undergraduate,ENG,Male
7797,Undergraduate,ENG,Female
7798,Undergraduate,ENG,Male
7799,Undergraduate,ENG,Female
7800,Undergraduate,ENG,Male
7801,Undergraduate,ENG,Female
7802,Undergraduate,ENG,Male
7803,Undergraduate,ENG,Female
7804,Undergraduate,ENG,Male
7805,Undergraduate,ENG,Female
7806,Undergraduate,ENG,Male
7807,Undergraduate,ENG,Female
7808,Undergraduate,ENG,Male
7809,Undergraduate,ENG,Female
7810,Undergraduate,ENG,Male
7811,Undergraduate,ENG,Female
7812,Undergraduate,ENG,Male
7813,Undergraduate,ENG,Male
7814,Undergraduate,ENG,Female
7815,Undergraduate,ENG,Male
7816,Undergraduate,ENG,Female
7817,Undergraduate,ENG,Male
7818,Undergraduate,ENG,Male
7819,Undergraduate,ENG,Male
7820,Undergraduate,ENG,Female
7821,Undergraduate,ENG,Male
